Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
IBM82_004670,,type I toxin-antitoxin system Hok family toxin,1,1,1.0,,,,,,149,149,149
BKJ01_24560,,Hok/Gef family protein,1,1,1.0,,,,,,149,149,149
FMQ46_24615,,type I toxin-antitoxin system Hok family toxin,1,1,1.0,,,,,,149,149,149
EJN31_26420,,hypothetical protein,1,1,1.0,,,,,,209,209,209
DQ665_27225,,hypothetical protein,1,1,1.0,,,,,,371,371,371
DQ665_27240,,tellurium resistance protein TerF,1,1,1.0,,,,,,1241,1241,1241
DQ665_27280,,carbamoyl-phosphate synthase large chain,1,1,1.0,,,,,,1058,1058,1058
DQ665_27285,,adenine/guanine phosphoribosyltransferase,1,1,1.0,,,,,,1142,1142,1142
DQ665_27335,,protein phosphatase 2C domain-containing protein,1,1,1.0,,,,,,1637,1637,1637
DQ665_27360,,hypothetical protein,1,1,1.0,,,,,,344,344,344
DQ665_27375,,hypothetical protein,1,1,1.0,,,,,,446,446,446
DQ665_27380,,hypothetical protein,1,1,1.0,,,,,,536,536,536
F9D38_23800,,hypothetical protein,1,1,1.0,,,,,,293,293,293
DQ665_27210,,XRE family transcriptional regulator,1,1,1.0,,,,,,293,293,293
DQ665_27205,,type II toxin-antitoxin system HipA family toxin,1,1,1.0,,,,,,1325,1325,1325
DQ665_27200,,hypothetical protein,1,1,1.0,,,,,,206,206,206
DQ665_27195,,hypothetical protein,1,1,1.0,,,,,,290,290,290
G6172_004914,,recombinase family protein,1,1,1.0,,,,,,557,557,557
GWJ30_24815,,recombinase family protein,1,1,1.0,,,,,,557,557,557
F9D38_23720,,recombinase family protein,1,1,1.0,,,,,,557,557,557
BKJ01_24535,,hypothetical protein,1,1,1.0,,,,,,386,386,386
CFC17_24300,,hypothetical protein,1,1,1.0,,,,,,188,188,188
CJ664_24895,,hypothetical protein,1,1,1.0,,,,,,188,188,188
CFC17_24320,,hypothetical protein,1,1,1.0,,,,,,452,452,452
CJ664_24915,,hypothetical protein,1,1,1.0,,,,,,452,452,452
CJ664_24920,,DUF4339 domain-containing protein,1,1,1.0,,,,,,542,542,542
CFC17_24325,,DUF4339 domain-containing protein,1,1,1.0,,,,,,542,542,542
CFC17_24365,,type IV toxin-antitoxin system YeeU family antitoxin,1,1,1.0,,,,,,374,374,374
CJ664_24960,,type IV toxin-antitoxin system YeeU family antitoxin,1,1,1.0,,,,,,374,374,374
CJ664_24970,,toxin CbtA,1,1,1.0,,,,,,377,377,377
CFC17_24375,,toxin CbtA,1,1,1.0,,,,,,377,377,377
CFC17_24385,,hypothetical protein,1,1,1.0,,,,,,194,194,194
CJ664_24980,,DUF957 domain-containing protein,1,1,1.0,,,,,,194,194,194
CJ664_24850,,hypothetical protein,1,1,1.0,,,,,,761,761,761
CFC17_24255,,hypothetical protein,1,1,1.0,,,,,,761,761,761
group_6159,dcm,DNA (cytosine-5-)-methyltransferase,1,1,1.0,,,,,,700,700,700
group_6160,dcm,DNA (cytosine-5-)-methyltransferase,1,1,1.0,,,,,,700,700,700
M8C94_004710,,DNA cytosine methyltransferase,1,1,1.0,,,,,,1400,1400,1400
GY309_005115,,hypothetical protein,1,1,1.0,,,,,,608,608,608
CIH76_24600,,hypothetical protein,1,1,1.0,,,,,,608,608,608
GVB88_004873,,hypothetical protein,1,1,1.0,,,,,,608,608,608
GVB81_004962,,hypothetical protein,1,1,1.0,,,,,,608,608,608
E3K79_24690,,hypothetical protein,1,1,1.0,,,,,,245,245,245
M8C94_004795,,AAA family ATPase,1,1,1.0,,,,,,435,435,435
E3K79_24680,,tunicamycin resistance protein,1,1,1.0,,,,,,542,542,542
group_6182,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,1,1,1.0,,,,,,497,497,497
group_6183,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,1,1,1.0,,,,,,497,497,497
group_6203,arcA,arginine deiminase,1,1,1.0,,,,,,1220,1220,1220
group_6204,arcA,arginine deiminase,1,1,1.0,,,,,,1220,1220,1220
CIX89_24835,,Rpn family recombination-promoting nuclease/putative transposase,1,1,1.0,,,,,,941,941,941
D6N02_25890,,hypothetical protein,1,1,1.0,,,,,,200,200,200
D6N02_25835,,hypothetical protein,1,1,1.0,,,,,,224,224,224
J9377_004617,,ribosome-associated protein,1,1,1.0,,,,,,551,551,551
CJ664_25010,,hypothetical protein,1,1,1.0,,,,,,827,827,827
K1191_005015,,ash family protein,1,1,1.0,,,,,,1028,1028,1028
LD360_005102,,RNA ligase RtcB family protein,1,1,1.0,,,,,,1139,1139,1139
HW660_004517,,RNA ligase RtcB family protein,1,1,1.0,,,,,,1139,1139,1139
L0N46_004694,,RNA ligase RtcB family protein,1,1,1.0,,,,,,1139,1139,1139
HZW18_004719,,RNA ligase RtcB family protein,1,1,1.0,,,,,,1139,1139,1139
GTT10_004943,,sel1 repeat family protein,1,1,1.0,,,,,,578,578,578
GWD66_24170,,sel1 repeat family protein,1,1,1.0,,,,,,578,578,578
GXP82_004922,,sel1 repeat family protein,1,1,1.0,,,,,,578,578,578
GUE10_004955,,sel1 repeat family protein,1,1,1.0,,,,,,578,578,578
GY345_004968,,sel1 repeat family protein,1,1,1.0,,,,,,578,578,578
CJF97_26245,,hypothetical protein,1,1,1.0,,,,,,899,899,899
EGA75_25475,,AAA family ATPase,1,1,1.0,,,,,,2138,2138,2138
CJF97_26270,,AAA family ATPase,1,1,1.0,,,,,,2138,2138,2138
GXL71_24705,,phosphoglucosamine mutase,1,1,1.0,,,,,,302,302,302
CJ664_25160,,phosphoglucosamine mutase,1,1,1.0,,,,,,302,302,302
GZB72_004993,,phosphoglucosamine mutase,1,1,1.0,,,,,,302,302,302
GWJ30_24790,,phosphoglucosamine mutase,1,1,1.0,,,,,,242,242,242
NEV27_004851,,hypothetical protein,1,1,1.0,,,,,,302,302,302
GAT16_24025,,phosphoglucosamine mutase,1,1,1.0,,,,,,302,302,302
GXE38_24375,,phosphoglucosamine mutase,1,1,1.0,,,,,,302,302,302
HEE45_004952,,hypothetical protein,1,1,1.0,,,,,,254,254,254
GV977_24635,,hypothetical protein,1,1,1.0,,,,,,254,254,254
GY309_005085,,hypothetical protein,1,1,1.0,,,,,,254,254,254
CFC07_24705,,hypothetical protein,1,1,1.0,,,,,,254,254,254
GOQ56_005042,,hypothetical protein,1,1,1.0,,,,,,254,254,254
G6172_004735,,co-chaperone GroES,1,1,1.0,,,,,,320,320,320
FFC79_24250,,co-chaperone GroES,1,1,1.0,,,,,,320,320,320
C2F11_24785,,co-chaperone GroES,1,1,1.0,,,,,,320,320,320
FIX01_24630,,co-chaperone GroES,1,1,1.0,,,,,,201,201,201
C2J16_24905,,DNA breaking-rejoining protein,1,1,1.0,,,,,,350,350,350
group_65,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,1,1,1.0,,,,,,1775,1775,1775
group_6515,treB,PTS trehalose transporter subunit IIBC,1,1,1.0,,,,,,1418,1418,1418
group_6571,bdcA,SDR family oxidoreductase,1,1,1.0,,,,,,713,713,713
IBM82_004668,,RepA leader peptide Tap,1,1,1.0,,,,,,74,74,74
BKJ01_24545,,RepA leader peptide Tap,1,1,1.0,,,,,,74,74,74
FMQ46_24600,,RepA leader peptide Tap,1,1,1.0,,,,,,74,74,74
JOT04_004784,,host cell division inhibitor Icd-like protein,1,1,1.0,,,,,,164,164,164
M4F00_004849,,hypothetical protein,1,1,1.0,,,,,,230,230,230
NKE09_004836,,hypothetical protein,1,1,1.0,,,,,,230,230,230
HZW18_004666,,helix-turn-helix domain-containing protein,1,1,1.0,,,,,,536,536,536
J9377_004684,,helix-turn-helix domain-containing protein,1,1,1.0,,,,,,536,536,536
group_6617,rimL,50S ribosomal protein L7/L12-serine acetyltransferase,1,1,1.0,,,,,,539,539,539
group_6618,rimL,50S ribosomal protein L7/L12-serine acetyltransferase,1,1,1.0,,,,,,539,539,539
group_6619,rimL,50S ribosomal protein L7/L12-serine acetyltransferase,1,1,1.0,,,,,,539,539,539
HZW18_004708,,GFA family protein,1,1,1.0,,,,,,449,449,449
J9377_004722,,GFA family protein,1,1,1.0,,,,,,449,449,449
B7S82_24945,,HNH endonuclease,1,1,1.0,,,,,,875,875,875
J9377_004677,,HNH endonuclease,1,1,1.0,,,,,,875,875,875
group_6673,traN,conjugal transfer mating pair stabilization protein TraN,1,1,1.0,,,,,,2807,2807,2807
group_6676,traN,conjugal transfer mating pair stabilization protein TraN,1,1,1.0,,,,,,2807,2807,2807
group_6677,traN,conjugal transfer mating pair stabilization protein TraN,1,1,1.0,,,,,,2795,2795,2795
group_6689,mcbE,microcin B17 immunity protein McbE,1,1,1.0,,,,,,725,725,725
D8U07_25400,,hypothetical protein,1,1,1.0,,,,,,307,307,307
CEW36_25575,,relaxase NikB,1,1,1.0,,,,,,2699,2699,2699
CIX89_24800,,relaxase NikB,1,1,1.0,,,,,,2699,2699,2699
CKP39_25150,,relaxase NikB,1,1,1.0,,,,,,2699,2699,2699
group_6700,bleO,bleomycin binding protein,1,1,1.0,,,,,,386,386,386
group_6703,bleO,bleomycin binding protein,1,1,1.0,,,,,,386,386,386
FMQ12_24220,,NimC/NimA family protein,1,1,1.0,,,,,,392,392,392
DWE66_26520,,NimC/NimA family protein,1,1,1.0,,,,,,392,392,392
GVC46_004616,,hypothetical protein,1,1,1.0,,,,,,499,499,499
DQ665_27355,,recombinase,1,1,1.0,,,,,,1181,1181,1181
L7C00_004746,,helix-turn-helix domain-containing protein,1,1,1.0,,,,,,371,371,371
DQ665_27520,,helix-turn-helix domain-containing protein,1,1,1.0,,,,,,409,409,409
GV174_24600,,LysR family transcriptional regulator,1,1,1.0,,,,,,893,893,893
GV174_25065,,LysR family transcriptional regulator,1,1,1.0,,,,,,893,893,893
DQ665_26785,,transcriptional regulator,1,1,1.0,,,,,,347,347,347
DQ665_27530,,transcriptional regulator,1,1,1.0,,,,,,347,347,347
M8R68_004686,,heptose kinase,1,1,1.0,,,,,,83,83,83
group_681,rfaY,lipopolysaccharide core heptose(II) kinase RfaY,1,1,1.0,,,,,,698,698,698
GZB77_004292,,conjugal transfer protein,1,1,1.0,,,,,,953,953,953
B7S82_24950,,hypothetical protein,1,1,1.0,,,,,,179,179,179
EGA75_25585,,recombinase family protein,1,1,1.0,,,,,,614,614,614
group_692,tnpA,IS200/IS605 family transposase,1,1,1.0,,,,,,302,302,302
CF690_02380,,IS200/IS605-like element IS200F family transposase,1,1,1.0,,,,,,458,458,458
G9510_004948,,TrbG/VirB9 family P-type conjugative transfer protein,1,1,1.0,,,,,,884,884,884
CG755_24795,,conjugal transfer protein TraO,1,1,1.0,,,,,,821,821,821
CG755_24745,,traL protein,1,1,1.0,,,,,,599,599,599
G9510_004939,,lytic transglycosylase domain-containing protein,1,1,1.0,,,,,,734,734,734
G9510_004938,,H-NS histone family protein,1,1,1.0,,,,,,350,350,350
CG755_24740,,KorB,1,1,1.0,,,,,,305,305,305
G9510_004937,,hypothetical protein,1,1,1.0,,,,,,377,377,377
CG755_24735,,hypothetical protein,1,1,1.0,,,,,,377,377,377
G9510_004933,,hypothetical protein,1,1,1.0,,,,,,197,197,197
CG755_24715,,hypothetical protein,1,1,1.0,,,,,,197,197,197
J9377_004728,,DUF333 domain-containing protein,1,1,1.0,,,,,,266,266,266
J9377_004604,,hypothetical protein,1,1,1.0,,,,,,302,302,302
GWJ30_23540,,"cupin fold metalloprotein, WbuC family",1,1,1.0,,,,,,476,476,476
GWJ30_24885,,"cupin fold metalloprotein, WbuC family",1,1,1.0,,,,,,476,476,476
GV174_25160,,"cupin fold metalloprotein, WbuC family",1,1,1.0,,,,,,413,413,413
GV174_24780,,"cupin fold metalloprotein, WbuC family",1,1,1.0,,,,,,412,412,412
DPY02_26090,,plasmid recombination enzyme,1,1,1.0,,,,,,986,986,986
DPY02_26380,,plasmid recombination enzyme,1,1,1.0,,,,,,216,216,216
DPY02_26095,,hypothetical protein,1,1,1.0,,,,,,246,246,246
DPY02_26375,,hypothetical protein,1,1,1.0,,,,,,431,431,431
group_7139,sifB,SPI-2 type III secretion system effector SifB,1,1,1.0,,,,,,950,950,950
group_7140,sifB,SPI-2 type III secretion system effector SifB,1,1,1.0,,,,,,116,116,116
J9377_004571,,DUF1471 domain-containing protein,1,1,1.0,,,,,,275,275,275
abc-f,,ABC-F type ribosomal protection protein,1,1,1.0,,,,,,1616,1616,1616
LD360_001833,,lysozyme,1,1,1.0,,,,,,419,419,419
LD360_005038,,lysozyme,1,1,1.0,,,,,,485,485,485
LD360_002889,,hypothetical protein,1,1,1.0,,,,,,224,224,224
LD360_004121,,hypothetical protein,1,1,1.0,,,,,,224,224,224
LD360_003533,,DUF4376 domain-containing protein,1,1,1.0,,,,,,701,701,701
LD360_003762,,DUF4376 domain-containing protein,1,1,1.0,,,,,,527,527,527
LD360_005077,,tail protein X,1,1,1.0,,,,,,218,218,218
LD360_005079,,phage baseplate assembly protein V,1,1,1.0,,,,,,577,577,577
LD360_005069,,tail fiber assembly protein,1,1,1.0,,,,,,515,515,515
LD360_005089,,tail fiber assembly protein,1,1,1.0,,,,,,515,515,515
LD360_005090,,ParB N-terminal domain-containing protein,1,1,1.0,,,,,,590,590,590
LD360_005091,,ParB N-terminal domain-containing protein,1,1,1.0,,,,,,590,590,590
LD343_003695,,ParB N-terminal domain-containing protein,1,1,1.0,,,,,,590,590,590
FYN91_22915,,Shiga toxin A subunit,1,1,1.0,,,,,,71,71,71
B7S82_24905,,DUF4102 domain-containing protein,1,1,1.0,,,,,,287,287,287
J9377_004668,,DUF4102 domain-containing protein,1,1,1.0,,,,,,287,287,287
J9377_004645,,YfcC family protein,1,1,1.0,,,,,,1403,1403,1403
E3I96_23595,,Shiga toxin A subunit,1,1,1.0,,,,,,371,371,371
B7S82_24770,,YfcC family protein,1,1,1.0,,,,,,1403,1403,1403
group_7222,mgtA,magnesium-translocating P-type ATPase,1,1,1.0,,,,,,2708,2708,2708
group_7224,iolH,sugar phosphate isomerase/epimerase IolH,1,1,1.0,,,,,,884,884,884
group_7226,iolI2,2-keto-myo-inositol isomerase IolI2,1,1,1.0,,,,,,815,815,815
group_7228,iolG2,D-chiro-inositol-2-dehydrogenase IolG2,1,1,1.0,,,,,,1022,1022,1022
group_7230,iolC,5-dehydro-2-deoxygluconokinase,1,1,1.0,,,,,,1937,1937,1937
group_7232,iolI1,2-keto-myo-inositol isomerase IolI1,1,1,1.0,,,,,,833,833,833
group_7234,srfJ,lysosomal glucosyl ceramidase-like type III secretion effector SrfJ,1,1,1.0,,,,,,1343,1343,1343
group_7236,iolG1,inositol 2-dehydrogenase IolG1,1,1,1.0,,,,,,1010,1010,1010
group_7238,iolE,myo-inosose-2 dehydratase,1,1,1.0,,,,,,920,920,920
FQP45_24835,,DsbE family thiol:disulfide interchange protein,1,1,1.0,,,,,,316,316,316
group_7240,iolA,malonate-semialdehyde dehydrogenase IolA,1,1,1.0,,,,,,1505,1505,1505
group_7242,iolB,5-deoxy-glucuronate isomerase,1,1,1.0,,,,,,809,809,809
group_7244,iolT2,myo-inositol import MFS transporter IolT2,1,1,1.0,,,,,,1436,1436,1436
group_7247,iolT1,myo-inositol import MFS transporter IolT1,1,1,1.0,,,,,,1433,1433,1433
group_7249,iolR,myo-inositol utilization transcriptional regulator IolR,1,1,1.0,,,,,,833,833,833
EAB61_08070,,DsbE family thiol:disulfide interchange protein,1,1,1.0,,,,,,440,440,440
J9377_004593,,MFS transporter,1,1,1.0,,,,,,1208,1208,1208
group_7254,ulaA,PTS ascorbate transporter subunit IIC,1,1,1.0,,,,,,1397,1397,1397
group_7256,yjfP,esterase,1,1,1.0,,,,,,749,749,749
J9377_004557,,glutathionylspermidine synthase family protein,1,1,1.0,,,,,,1163,1163,1163
ICR04_004554,,DsbE family thiol:disulfide interchange protein,1,1,1.0,,,,,,440,440,440
J9377_004553,,two pore domain potassium channel family protein,1,1,1.0,,,,,,1070,1070,1070
J9377_004552,,PspA/IM30 family protein,1,1,1.0,,,,,,698,698,698
G3X96_004759,,hypothetical protein,1,1,1.0,,,,,,212,212,212
GZB86_004695,,hypothetical protein,1,1,1.0,,,,,,212,212,212
GZB80_004921,,hypothetical protein,1,1,1.0,,,,,,212,212,212
I5A61_004974,,PhzF family isomerase,1,1,1.0,,,,,,893,893,893
group_732,waaO,lipopolysaccharide 3-alpha-galactosyltransferase,1,1,1.0,,,,,,1013,1013,1013
JMK84_004727,,flagellin FliC,1,1,1.0,,,,,,1040,1040,1040
GIT43_23830,,flagellin FliC,1,1,1.0,,,,,,1040,1040,1040
GIT43_23920,,flagellin FliC,1,1,1.0,,,,,,241,241,241
NJA99_004879,,endorhamnosidase,1,1,1.0,,,,,,1592,1592,1592
GXF50_23850,,endorhamnosidase,1,1,1.0,,,,,,731,731,731
GXF50_23855,,endorhamnosidase,1,1,1.0,,,,,,731,731,731
GUE45_004794,,hypothetical protein,1,1,1.0,,,,,,209,209,209
GXF50_23885,,endorhamnosidase,1,1,1.0,,,,,,709,709,709
GXF50_23925,,endorhamnosidase,1,1,1.0,,,,,,466,466,466
GOO01_004551,,Eaf protein,1,1,1.0,,,,,,359,359,359
GZB80_004997,,hypothetical protein,1,1,1.0,,,,,,182,182,182
GZB86_004771,,hypothetical protein,1,1,1.0,,,,,,182,182,182
EIM93_24860,,large repetitive protein,1,1,1.0,,,,,,644,644,644
G9510_004920,,hypothetical protein,1,1,1.0,,,,,,83,83,83
GZB80_005109,,hypothetical protein,1,1,1.0,,,,,,83,83,83
GZB72_004972,,DUF4942 domain-containing protein,1,1,1.0,,,,,,350,350,350
HBY45_004887,,DUF4942 domain-containing protein,1,1,1.0,,,,,,350,350,350
IYQ21_005058,,DUF4942 domain-containing protein,1,1,1.0,,,,,,350,350,350
JHN13_004849,,DUF4942 domain-containing protein,1,1,1.0,,,,,,350,350,350
K2407_004482,,Ig-like domain repeat protein,1,1,1.0,,,,,,544,544,544
EOH01_21690,,hypothetical protein,1,1,1.0,,,,,,6404,6404,6404
CIX63_26490,,primosomal replication protein PriB/PriC domain protein,1,1,1.0,,,,,,206,206,206
CIX63_21015,,phage tail assembly protein T,1,1,1.0,,,,,,329,329,329
FLK88_23895,,acyltransferase,1,1,1.0,,,,,,1452,1452,1452
CJ664_24990,,DUF4102 domain-containing protein,1,1,1.0,,,,,,1064,1064,1064
CJ664_24995,,integrase,1,1,1.0,,,,,,167,167,167
CJ664_25000,,hypothetical protein,1,1,1.0,,,,,,593,593,593
CJ664_25005,,hypothetical protein,1,1,1.0,,,,,,1193,1193,1193
CJ664_25015,,AlpA family transcriptional regulator,1,1,1.0,,,,,,215,215,215
ERT13_23960,,heme ABC transporter permease,1,1,1.0,,,,,,308,308,308
GZB80_004969,,hypothetical protein,1,1,1.0,,,,,,716,716,716
LL873_004765,,hypothetical protein,1,1,1.0,,,,,,716,716,716
H0570_004704,,hypothetical protein,1,1,1.0,,,,,,716,716,716
CFB26_24240,,monooxygenase,1,1,1.0,,,,,,311,311,311
I5A43_004736,,hypothetical protein,1,1,1.0,,,,,,716,716,716
NDU77_004819,,hypothetical protein,1,1,1.0,,,,,,716,716,716
K5U21_002985,,KilA-N domain-containing protein,1,1,1.0,,,,,,194,194,194
CEY81_24710,,DUF4102 domain-containing protein,1,1,1.0,,,,,,1229,1229,1229
CJ664_25045,,PTS sorbitol transporter subunit IIC,1,1,1.0,,,,,,521,521,521
CJ664_25050,,PTS sorbitol transporter,1,1,1.0,,,,,,374,374,374
DXH25_22540,,hypothetical protein,1,1,1.0,,,,,,221,221,221
GXL62_23175,,hypothetical protein,1,1,1.0,,,,,,449,449,449
GVC39_004909,,hypothetical protein,1,1,1.0,,,,,,512,512,512
GOQ56_005026,,hypothetical protein,1,1,1.0,,,,,,512,512,512
GOQ56_005027,,hypothetical protein,1,1,1.0,,,,,,560,560,560
GVC39_004910,,hypothetical protein,1,1,1.0,,,,,,560,560,560
F0111_24430,,phage portal protein,1,1,1.0,,,,,,627,627,627
GOQ56_005030,,phage tail protein,1,1,1.0,,,,,,356,356,356
HEE45_004940,,phage tail protein,1,1,1.0,,,,,,356,356,356
GVC39_004913,,phage tail protein,1,1,1.0,,,,,,356,356,356
C2473_23940,,phage portal protein,1,1,1.0,,,,,,652,652,652
GVC39_004895,,glycoside hydrolase family 19 protein,1,1,1.0,,,,,,614,614,614
GOQ56_005012,,glycoside hydrolase family 19 protein,1,1,1.0,,,,,,614,614,614
GOQ56_005013,,DUF2570 domain-containing protein,1,1,1.0,,,,,,392,392,392
GVC39_004896,,DUF2570 domain-containing protein,1,1,1.0,,,,,,392,392,392
GOQ56_005024,,phage gp6-like head-tail connector protein,1,1,1.0,,,,,,323,323,323
GVC39_004907,,phage gp6-like head-tail connector protein,1,1,1.0,,,,,,323,323,323
group_8185,traH,IncI1-type conjugal transfer lipoprotein TraH,1,1,1.0,,,,,,458,458,458
CIX89_24665,,hypothetical protein,1,1,1.0,,,,,,458,458,458
CIX89_24670,,lipoprotein,1,1,1.0,,,,,,818,818,818
group_8189,traI,IncI1-type conjugal transfer lipoprotein TraI,1,1,1.0,,,,,,818,818,818
CIX89_24685,,phospholipase D family protein,1,1,1.0,,,,,,551,551,551
CIX89_24695,,conjugal transfer protein,1,1,1.0,,,,,,347,347,347
CIX89_24705,,conjugal transfer protein TraN,1,1,1.0,,,,,,983,983,983
CIX89_24715,,conjugal transfer protein TraP,1,1,1.0,,,,,,704,704,704
CIX89_24730,,TraS protein,1,1,1.0,,,,,,188,188,188
CIX89_24745,,conjugal transfer protein TraV,1,1,1.0,,,,,,614,614,614
CIX89_24785,,conjugal transfer protein TrbA,1,1,1.0,,,,,,1208,1208,1208
CEW36_25580,,nikA protein,1,1,1.0,,,,,,332,332,332
CIX89_24805,,nikA protein,1,1,1.0,,,,,,332,332,332
CKP39_25155,,nikA protein,1,1,1.0,,,,,,332,332,332
CIX89_24850,,hypothetical protein,1,1,1.0,,,,,,245,245,245
group_8213,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,1,1,1.0,,,,,,437,437,437
CJF97_26195,,peptidase,1,1,1.0,,,,,,437,437,437
CFC07_24765,,peptidase,1,1,1.0,,,,,,437,437,437
group_8217,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,1,1,1.0,,,,,,437,437,437
group_8218,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,1,1,1.0,,,,,,437,437,437
GV977_24690,,recombinase,1,1,1.0,,,,,,416,416,416
GOQ56_005054,,recombinase,1,1,1.0,,,,,,416,416,416
I8C10_004772,,recombinase,1,1,1.0,,,,,,416,416,416
CJF97_26205,,recombinase,1,1,1.0,,,,,,416,416,416
GY309_005097,,recombinase,1,1,1.0,,,,,,416,416,416
CFC07_24755,,recombinase,1,1,1.0,,,,,,416,416,416
GOQ56_005052,,molecular chaperone GroEL,1,1,1.0,,,,,,308,308,308
CJF97_26215,,molecular chaperone GroEL,1,1,1.0,,,,,,308,308,308
CFC07_24745,,molecular chaperone GroEL,1,1,1.0,,,,,,308,308,308
GY309_005095,,molecular chaperone GroEL,1,1,1.0,,,,,,308,308,308
GV977_24680,,molecular chaperone GroEL,1,1,1.0,,,,,,308,308,308
GOQ56_005051,,ParA family protein,1,1,1.0,,,,,,644,644,644
CJF97_26220,,ParA family protein,1,1,1.0,,,,,,644,644,644
GV977_24675,,ParA family protein,1,1,1.0,,,,,,644,644,644
GY309_005094,,ParA family protein,1,1,1.0,,,,,,644,644,644
CFC07_24740,,ParA family protein,1,1,1.0,,,,,,644,644,644
GY309_005090,,hypothetical protein,1,1,1.0,,,,,,278,278,278
GOQ56_005047,,hypothetical protein,1,1,1.0,,,,,,278,278,278
CFC07_24725,,hypothetical protein,1,1,1.0,,,,,,926,926,926
GOQ56_005046,,hypothetical protein,1,1,1.0,,,,,,926,926,926
GV977_24655,,hypothetical protein,1,1,1.0,,,,,,926,926,926
GY309_005089,,hypothetical protein,1,1,1.0,,,,,,926,926,926
GY309_005088,,hypothetical protein,1,1,1.0,,,,,,254,254,254
CFC07_24720,,hypothetical protein,1,1,1.0,,,,,,254,254,254
GV977_24650,,hypothetical protein,1,1,1.0,,,,,,254,254,254
GOQ56_005045,,hypothetical protein,1,1,1.0,,,,,,254,254,254
CFC07_24715,,abortive infection protein,1,1,1.0,,,,,,344,344,344
GY309_005087,,abortive infection protein,1,1,1.0,,,,,,344,344,344
GV977_24645,,abortive infection protein,1,1,1.0,,,,,,344,344,344
GOQ56_005044,,abortive infection protein,1,1,1.0,,,,,,344,344,344
H0G94_005103,,quaternary ammonium compound-resistance protein SugE,1,1,1.0,,,,,,317,317,317
HFX55_004963,,quaternary ammonium compound-resistance protein SugE,1,1,1.0,,,,,,317,317,317
CIX89_24655,,quaternary ammonium compound-resistance protein SugE,1,1,1.0,,,,,,317,317,317
FJP44_23780,,quaternary ammonium compound-resistance protein SugE,1,1,1.0,,,,,,317,317,317
group_8261,sugE,quaternary ammonium compound efflux SMR transporter SugE,1,1,1.0,,,,,,317,317,317
